Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	1/408	2.660197e-01	2.924661e-01	0	0	3.435942e+00	4.549824e+00	PTPRT
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	1/481	3.060029e-01	3.308460e-01	0	0	2.902530e+00	3.437061e+00	ABCA13
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	1/482	3.065363e-01	3.308460e-01	0	0	2.896347e+00	3.424696e+00	PTPRT
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	1/485	3.081339e-01	3.308460e-01	0	0	2.877952e+00	3.387984e+00	NUPR1
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	1/485	3.081339e-01	3.308460e-01	0	0	2.877952e+00	3.387984e+00	ABCA13
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	1/488	3.097282e-01	3.308460e-01	0	0	2.859783e+00	3.351838e+00	ABCA13
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	1/546	3.398843e-01	3.610070e-01	0	0	2.547837e+00	2.749499e+00	NUPR1
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	1/566	3.499946e-01	3.696572e-01	0	0	2.455120e+00	2.577477e+00	NUPR1
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	1/625	3.789844e-01	3.980394e-01	0	0	2.216232e+00	2.150322e+00	NUPR1
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	1/684	4.067638e-01	4.248422e-01	0	0	2.018615e+00	1.815790e+00	PEG3
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	1/742	4.329382e-01	4.496817e-01	0	0	1.855022e+00	1.552951e+00	NUPR1
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	1/764	4.425814e-01	4.571720e-01	0	0	1.799476e+00	1.466808e+00	NUPR1
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	1/908	5.020181e-01	5.156327e-01	0	0	1.502441e+00	1.035361e+00	PEG3
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	2/2206	5.046618e-01	5.156327e-01	0	0	1.241170e+00	8.487948e-01	KDM2A;PEG3
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	2/2244	5.142452e-01	5.225844e-01	0	0	1.217526e+00	8.097214e-01	KDM2A;PEG3
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	1/1025	5.458971e-01	5.517670e-01	0	0	1.322614e+00	8.006113e-01	PTPRT
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	1/1079	5.649071e-01	5.679280e-01	0	0	1.252783e+00	7.154568e-01	PEG3
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	1/1183	5.994440e-01	5.994440e-01	0	0	1.136270e+00	5.814894e-01	PEG3
